citation,author,title,year
330,Andrew Ng,Stable algorithms for link analysis,2001
308,Andrew Ng,Retention and intention in massive open online courses: In depth,2013
301,Andrew Ng,Unsupervised learning of hierarchical representations with convolutional deep belief networks,2011
296,Andrew Ng,On random weights and unsupervised feature learning.,2011
296,Andrew Ng,Energy disaggregation via discriminative sparse coding,2010
285,Andrew Ng,Learning continuous phrase representations and syntactic parsing with recursive neural networks,2010
281,Andrew Ng,An empirical evaluation of deep learning on highway driving,2015
280,Andrew Ng,Constructing informative priors using transfer learning,2006
271,Andrew Ng,Chexnet: Radiologist-level pneumonia detection on chest x-rays with deep learning,2017
265,Andrew Ng,"Link analysis, eigenvectors and stability",2001
256,Andrew Ng,Tiled convolutional neural networks,2010
253,Andrew Ng,An experimental and theoretical comparison of model selection methods,1997
250,Andrew Ng,ICA with reconstruction cost for efficient overcomplete feature learning,2011
248,Andrew Ng,Shift-invariance sparse coding for audio classification,2012
239,Andrew Ng,Recurrent neural networks for noise reduction in robust ASR,2012
239,Andrew Ng,Advances in Neural Information Processing Systems 16: Proceedings of the 2003 Conference,2004
233,Andrew Ng,Classification with hybrid generative/discriminative models,2004
232,Andrew Ng,Exploration and apprenticeship learning in reinforcement learning,2005
224,Andrew Ng,Learning for control from multiple demonstrations,2008
222,Andrew Ng,An information-theoretic analysis of hard and soft assignment methods for clustering,1998
220,Andrew Ng,Learning 3-d scene structure from a single still image,2007
219,Andrew Ng,A dynamic bayesian network model for autonomous 3d reconstruction from a single indoor image,2006
201,Andrew Ng,Selecting receptive fields in deep networks,2011
200,Andrew Ng,Cardiologist-level arrhythmia detection with convolutional neural networks,2017
200,Andrew Ng,Contextual search and name disambiguation in email using graphs,2006
198,Andrew Ng,Regularization and feature selection in least-squares temporal difference learning,2009
188,Andrew Ng,Near-Bayesian exploration in polynomial time,2009
188,Andrew Ng,Depth Estimation Using Monocular and Stereo Cues.,2007
186,Andrew Ng,Sparse filtering,2011
183,Andrew Ng,End-to-end people detection in crowded scenes,2016
181,Andrew Ng,On feature selection: learning with exponentially many irreverent features as training examples,1998
180,Andrew Ng,"Preventing"" overfitting"" of cross-validation data",1997
173,Andrew Ng,Deep voice: Real-time neural text-to-speech,2017
168,Andrew Ng,Using inaccurate models in reinforcement learning,2006
13531,Jonathan Hays,Observation of a new boson at a mass of 125 GeV with the CMS experiment at the LHC,2012
4020,Jonathan Hays,A search for a doubly-charged Higgs boson in pp collisions at ,2012
3101,Jonathan Hays,Observation of a new boson with mass near 125 GeV in pp collisions at ,2013
3032,Jonathan Hays, and 8 TeV,2015
2640,Jonathan Hays,Search for the bb decay of the Standard Model Higgs boson in associated (W/Z) H production with the ATLAS detector,2016
2558,Jonathan Hays,Muon reconstruction performance of the ATLAS detector in proton–proton collision data at s= 13 TeV,2016
2350,Jonathan Hays,Muon reconstruction performance of the ATLAS detector in proton–proton collision data at s= 13 TeV,2015
2268,Jonathan Hays,Search for the bb decay of the Standard Model Higgs boson in associated (W/Z) H production with the ATLAS detector,2015
2260,Jonathan Hays,Search for new phenomena in final states with an energetic jet and large missing transverse momentum in pp collisions at ,2014
2241,Jonathan Hays,TeV with the ATLAS detector,2011
2240,Jonathan Hays,Measurement of Higgs boson production and properties in the WW decay channel with leptonic final states,2015
2205,Jonathan Hays,Measurement of the inclusive W and Z production cross sections in pp collisions at ,2011
2182,Jonathan Hays, TeV with the CMS experiment,2013
2174,Jonathan Hays,Search for the bb decay of the Standard Model Higgs boson in associated (W/Z) H production with the ATLAS detector,2015
2162,Jonathan Hays,Luminosity determination in pp collisions at ,2015
2140,Jonathan Hays, TeV using the ATLAS detector at the LHC,2013
2122,Jonathan Hays,Observation of a new boson with mass near 125 GeV in pp collisions at ,2012
2017,Jonathan Hays, and 8 TeV,2012
1987,Jonathan Hays,Search for new phenomena in final states with an energetic jet and large missing transverse momentum in pp collisions at ,2013
1923,Jonathan Hays,TeV with the ATLAS detector,2008
1869,Jonathan Hays,Search for new phenomena in final states with an energetic jet and large missing transverse momentum in pp collisions at ,2015
1775,Jonathan Hays,TeV with the ATLAS detector,2014
1657,Jonathan Hays,Observation of a new boson with mass near 125 GeV in pp collisions at ,2014
1649,Jonathan Hays, and 8 TeV,2016
1646,Jonathan Hays,Search for dark matter and large extra dimensions in monojet events in pp collisions at ,2015
1627,Jonathan Hays, TeV,2015
1584,Jonathan Hays,Search for dark matter and large extra dimensions in monojet events in pp collisions at ,2015
1551,Jonathan Hays, TeV,2012
1528,Jonathan Hays,Observation of a new boson with mass near 125 GeV in pp collisions at ,2006
1514,Jonathan Hays, and 8 TeV,2014
1483,Jonathan Hays,The CMS experiment at the CERN LHC,2011
1440,Jonathan Hays,Search for the bb decay of the Standard Model Higgs boson in associated (W/Z) H production with the ATLAS detector,2014
1439,Jonathan Hays,Search for neutral Higgs bosons of the minimal supersymmetric standard model in pp collisions at ,2014
1371,Jonathan Hays, TeV with the ATLAS detector,2015
1344,Jonathan Hays,Evidence for the 125 GeV Higgs boson decaying to a pair of ,2012
1341,Jonathan Hays, leptons,2010
1341,Jonathan Hays,Muon reconstruction performance of the ATLAS detector in proton–proton collision data at s= 13 TeV,2010
1340,Jonathan Hays,Search for the bb decay of the Standard Model Higgs boson in associated (W/Z) H production with the ATLAS detector,2010
1328,Jonathan Hays,ATLAS Run 1 searches for direct pair production of third-generation squarks at the Large Hadron Collider,2012
1317,Jonathan Hays,Search for the bb decay of the Standard Model Higgs boson in associated (W/Z) H production with the ATLAS detector,2013
1307,Jonathan Hays,Performance of the ATLAS trigger system in 2010,2014
1305,Jonathan Hays,The upgraded DØ detector,2013
1296,Jonathan Hays,Measurement of Higgs boson production and properties in the WW decay channel with leptonic final states,2014
1278,Jonathan Hays,Dependence on pseudorapidity and on centrality of charged hadron production in PbPb collisions at ,2012
1262,Jonathan Hays, TeV,2011
1257,Jonathan Hays,Evidence for the 125 GeV Higgs boson decaying to a pair of ,2017
1253,Jonathan Hays, leptons,2014
1244,Jonathan Hays,Evidence for the 125 GeV Higgs boson decaying to a pair of ,2015
1242,Jonathan Hays, leptons,2015
1125,Jonathan Hays,Search for the bb decay of the Standard Model Higgs boson in associated (W/Z) H production with the ATLAS detector,2013
1120,Jonathan Hays,Search for anomalous ,2011
1119,Jonathan Hays, production in the highly-boosted all-hadronic final state,2013
1119,Jonathan Hays,"Observation of long-range, near-side angular correlations in proton-proton collisions at the LHC",2011
1096,Jonathan Hays,"Observation of long-range, near-side angular correlations in proton-proton collisions at the LHC",2011
1092,Jonathan Hays,"Observation of long-range, near-side angular correlations in proton-proton collisions at the LHC",2014
1082,Jonathan Hays,Search for dark matter and large extra dimensions in monojet events in pp collisions at ,2014
1078,Jonathan Hays, TeV,2014
1067,Jonathan Hays,Search for top-squark pair production in the single-lepton final state in pp collisions at ,2016
1049,Jonathan Hays,Measurement of Higgs boson production and properties in the WW decay channel with leptonic final states,2011
1026,Jonathan Hays,Measurement of the ZZ production cross section and search for anomalous couplings in 2 ℓ2 ℓ′ final states in pp collisions at ,2012
1023,Jonathan Hays, TeV,2012
1018,Jonathan Hays,Measurement of Higgs boson production and properties in the WW decay channel with leptonic final states,2012
1011,Jonathan Hays,Study of high- pT charged particle su p pression in PbPb com pared to p p collisions at ,2013
1010,Jonathan Hays,Dependence on pseudorapidity and on centrality of charged hadron production in PbPb collisions at ,2012
1004,Jonathan Hays, TeV,2011
990,Jonathan Hays,Electron efficiency measurements with the ATLAS detector using 2012 LHC proton–proton collision data,2012
989,Jonathan Hays,Measurement of Higgs boson production and properties in the WW decay channel with leptonic final states,2014
970,Jonathan Hays,Combined Measurement of the Higgs Boson Mass in ,2015
970,Jonathan Hays, Collisions at ,2012
964,Jonathan Hays, and 8 TeV with the ATLAS and CMS Experiments,2011
955,Jonathan Hays,Search for the bb decay of the Standard Model Higgs boson in associated (W/Z) H production with the ATLAS detector,2012
925,Jonathan Hays,Search for top-squark pair production in the single-lepton final state in pp collisions at ,2014
925,Jonathan Hays,Dependence on pseudorapidity and on centrality of charged hadron production in PbPb collisions at ,2013
922,Jonathan Hays, TeV,2013
908,Jonathan Hays,Search for top-squark pair production in the single-lepton final state in pp collisions at ,2013
895,Jonathan Hays,Dependence on pseudorapidity and on centrality of charged hadron production in PbPb collisions at ,2011
889,Jonathan Hays, TeV,2016
884,Jonathan Hays,Dependence on pseudorapidity and on centrality of charged hadron production in PbPb collisions at ,2012
882,Jonathan Hays, TeV,2013
873,Jonathan Hays,Measurement of Higgs boson production and properties in the WW decay channel with leptonic final states,2012
873,Jonathan Hays,Search for supersymmetry at ,2011
849,Jonathan Hays, = 8 TeV in final states with jets and two same-sign leptons or three leptons with the ATLAS detector,2012
846,Jonathan Hays,Measurement of Higgs boson production and properties in the WW decay channel with leptonic final states,2012
830,Jonathan Hays,Search for resonances in diphoton events at ,2012
829,Jonathan Hays, TeV with the ATLAS detector,2012
826,Jonathan Hays,Charged particle multiplicities in pp interactions at ,2016
820,Jonathan Hays,", 2.36, and 7 TeV",2014
788,Jonathan Hays,Study of high- pT charged particle su p pression in PbPb com pared to p p collisions at ,2004
780,Jonathan Hays,Search for dark matter and large extra dimensions in monojet events in pp collisions at ,2012
743,Jonathan Hays, TeV,2013
741,Jonathan Hays,Study of high- pT charged particle su p pression in PbPb com pared to p p collisions at ,2017
740,Jonathan Hays,Study of exclusive two-photon production of W+W− in pp collisions at ,2013
736,Jonathan Hays, TeV and constraints on anomalous quartic gauge couplings,2012
734,Jonathan Hays,Search for anomalous ,2011
732,Jonathan Hays, production in the highly-boosted all-hadronic final state,2012
730,Jonathan Hays,Dependence on pseudorapidity and on centrality of charged hadron production in PbPb collisions at ,2011
724,Jonathan Hays, TeV,2013
700,Jonathan Hays,Search for anomalous ,2016
696,Jonathan Hays, production in the highly-boosted all-hadronic final state,2012
696,Jonathan Hays,Measurement of Higgs boson production and properties in the WW decay channel with leptonic final states,2011
31531,Kalyanmoy Deb,A fast and elitist multiobjective genetic algorithm: NSGA-II,2002
27668,Kalyanmoy Deb,A fast and elitist multiobjective genetic algorithm: NSGA-II,2002
16825,Kalyanmoy Deb,Multi-objective optimization using evolutionary algorithms,2005
7209,Kalyanmoy Deb,Muiltiobjective optimization using nondominated sorting in genetic algorithms,1994
5083,Kalyanmoy Deb,Comparison of multiobjective evolutionary algorithms: Empirical results,2000
4634,Kalyanmoy Deb,A fast elitist non-dominated sorting genetic algorithm for multi-objective optimization: NSGA-II,2000
4634,Kalyanmoy Deb,A fast elitist non-dominated sorting genetic algorithm for multi-objective optimization: NSGA-II,2000
4634,Kalyanmoy Deb,A fast elitist non-dominated sorting genetic algorithm for multi-objective optimization: NSGA-II,2000
3539,Kalyanmoy Deb,Handbook of evolutionary computation,1997
3321,Kalyanmoy Deb,An efficient constraint handling method for genetic algorithms,2000
2940,Kalyanmoy Deb,A comparative analysis of selection schemes used in genetic algorithms,1991
2487,Kalyanmoy Deb,Simulated binary crossover for continuous search space,1995
2487,Kalyanmoy Deb,Simulated binary crossover for continuous search space,1994
1941,Kalyanmoy Deb,Problem definitions and evaluation criteria for the CEC 2005 special session on real-parameter optimization,2005
1723,Kalyanmoy Deb,"Messy genetic algorithms: Motivation, analysis, and first results",1989
1568,Kalyanmoy Deb,Optimization for engineering design: Algorithms and examples,2012
1568,Kalyanmoy Deb,Optimization for engineering design: Algorithms and examples,2004
1484,Kalyanmoy Deb,Multi-objective genetic algorithms: Problem difficulties and construction of test problems,1999
1484,Kalyanmoy Deb,Multi-objective genetic algorithms: Problem difficulties and construction of test problems,1999
1430,Kalyanmoy Deb,Scalable test problems for evolutionary multiobjective optimization,2005
1430,Kalyanmoy Deb,Scalable test problems for evolutionary multiobjective optimization,2005
1410,Kalyanmoy Deb,"An evolutionary many-objective optimization algorithm using reference-point-based nondominated sorting approach, part I: Solving problems with box constraints",2014
1324,Kalyanmoy Deb,An investigation of niche and species formation in genetic function optimization,1989
1302,Kalyanmoy Deb,Combining convergence and diversity in evolutionary multiobjective optimization,2002
1260,Kalyanmoy Deb,Scalable multi-objective optimization test problems,2002
920,Kalyanmoy Deb,"Genetic algorithms, noise, and the sizing of populations",1992
889,Kalyanmoy Deb,Multi-objective optimization,2014
795,Kalyanmoy Deb,A combined genetic adaptive search (GeneAS) for engineering design,1996
791,Kalyanmoy Deb,Multiobjective optimization: Interactive and evolutionary approaches,2008
791,Kalyanmoy Deb,Multiobjective optimization: Interactive and evolutionary approaches,2008
791,Kalyanmoy Deb,Multiobjective optimization: Interactive and evolutionary approaches,2008
687,Kalyanmoy Deb,"Multiple criteria decision making, multiattribute utility theory: Recent accomplishments and what lies ahead",2008
681,Kalyanmoy Deb,A simulated annealing-based multiobjective optimization algorithm: AMOSA,2008
667,Kalyanmoy Deb,Self-adaptive genetic algorithms with simulated binary crossover,1995
659,Kalyanmoy Deb,Reference point based multi-objective optimization using evolutionary algorithms,2006
633,Kalyanmoy Deb,A computationally efficient evolutionary algorithm for real-parameter optimization,2002
622,Kalyanmoy Deb,Evolutionary Algorithms for Engineering Applications,1997
594,Kalyanmoy Deb,A fast elitist non-dominated sorting genetic algorithm for multi-objective optimization: NSGA-2,2002
594,Kalyanmoy Deb,A fast elitist non-dominated sorting genetic algorithm for multi-objective optimization: NSGA-2,2002
544,Kalyanmoy Deb,"Rapid, accurate optimization of difficult problems using fast messy genetic algorithms",1993
521,Kalyanmoy Deb,Problem definitions and evaluation criteria for the CEC 2006 special session on constrained real-parameter optimization,2006
521,Kalyanmoy Deb,Evaluating the ε-domination based multi-objective evolutionary algorithm for a quick computation of pareto-optimal solutions,2005
516,Kalyanmoy Deb,An EMO algorithm using the hypervolume measure as selection criterion,2005
498,Kalyanmoy Deb,Performance scaling of multi-objective evolutionary algorithms,2003
488,Kalyanmoy Deb,Controlled elitist non-dominated sorting genetic algorithms for better convergence,2001
444,Kalyanmoy Deb,Analyzing deception in trap functions,1991
437,Kalyanmoy Deb,"Dynamic multiobjective optimization problems: test cases, approximations, and applications",2004
414,Kalyanmoy Deb,Running performance metrics for evolutionary multi-objective optimization,2002
411,Kalyanmoy Deb,"An evolutionary many-objective optimization algorithm using reference-point based nondominated sorting approach, part II: handling constraints and extending to an …",2014
411,Kalyanmoy Deb,Introducing robustness in multi-objective optimization,2006
396,Kalyanmoy Deb,Finding knees in multi-objective optimization,2004
391,Kalyanmoy Deb,"Massive multimodality, deception, and genetic algorithms",1992
377,Kalyanmoy Deb,Evolutionary algorithms for multi-criterion optimization in engineering design,1999
376,Kalyanmoy Deb,Design of truss-structures for minimum weight using genetic algorithms,2001
366,Kalyanmoy Deb,Novel composition test functions for numerical global optimization,2005
364,Kalyanmoy Deb,Optimal design of a class of welded structures via genetic algorithms,1990
352,Kalyanmoy Deb,An evolutionary many-objective optimization algorithm based on dominance and decomposition,2014
336,Kalyanmoy Deb,A fast multiobjective evolutionary algorithm for finding wellspread pareto-optimal solutions,2002
336,Kalyanmoy Deb,Constrained test problems for multi-objective evolutionary optimization,2001
331,Kalyanmoy Deb,Mixing in Genetic Algorithms.,1993
328,Kalyanmoy Deb,A fast and elitist multiobjective genetic algorithm: NSGA-II,2002
319,Kalyanmoy Deb,On self-adaptive features in real-parameter evolutionary algorithms,2001
293,Kalyanmoy Deb,Multi-objective optimisation using evolutionary algorithms: an introduction,2011
289,Kalyanmoy Deb,An introduction to genetic algorithms,1999
277,Kalyanmoy Deb,Real-coded genetic algorithms with simulated binary crossover: Studies on multimodal and multiobjective problems,1995
267,Kalyanmoy Deb,Innovization: Innovating design principles through optimization,2006
267,Kalyanmoy Deb,Messy genetic algorithms revisited: Studies in mixed size and scale,1990
256,Kalyanmoy Deb,"Don't worry, be messy",1991
246,Kalyanmoy Deb,Understanding interactions among genetic algorithm parameters,1999
239,Kalyanmoy Deb,Convergence models of genetic algorithm selection schemes,1994
238,Kalyanmoy Deb,Geneas: A robust optimal design technique for mechanical component design,1997
236,Kalyanmoy Deb,Searching for robust Pareto-optimal solutions in multi-objective optimization,2005
226,Kalyanmoy Deb,Dynamic multi-objective optimization and decision-making using modified NSGA-II: a case study on hydro-thermal power scheduling,2007
226,Kalyanmoy Deb,Dynamic multi-objective optimization and decision-making using modified NSGA-II: A case study on hydro-thermal power scheduling,2007
223,Kalyanmoy Deb,Searching for Pareto-optimal solutions through dimensionality reduction for certain large-dimensional multi-objective optimization problems,2006
219,Kalyanmoy Deb,Introduction to multiobjective optimization: interactive approaches,2008
218,Kalyanmoy Deb,Integrating user preferences into evolutionary multi-objective optimization,2005
207,Kalyanmoy Deb,Toward a better understanding of mixing in genetic algorithms,1993
199,Kalyanmoy Deb,Objective reduction in many-objective optimization: Linear and nonlinear algorithms,2012
198,Kalyanmoy Deb,A hybrid multi-objective evolutionary approach to engineering shape design,2001
198,Kalyanmoy Deb,Genetic algorithms in multimodal function optimization,1989
196,Kalyanmoy Deb,Elitist recombination: an integrated selection recombination GA,1994
194,Kalyanmoy Deb,Omni-optimizer: A generic evolutionary algorithm for single and multi-objective optimization,2008
190,Kalyanmoy Deb,A niched-penalty approach for constraint handling in genetic algorithms,1999
190,Kalyanmoy Deb,A niched-penalty approach for constraint handling in genetic algorithms,1999
187,Kalyanmoy Deb,Implicit niching in a learning classifier system: Nature's way,1994
185,Kalyanmoy Deb,An interactive evolutionary multiobjective optimization method based on progressively approximated value functions,2010
185,Kalyanmoy Deb,Reliable classification of two-class cancer data using evolutionary algorithms,2003
183,Kalyanmoy Deb,Reliability-based optimization using evolutionary algorithms,2009
177,Kalyanmoy Deb,Towards a quick computation of well-spread pareto-optimal solutions,2003
171,Kalyanmoy Deb,On finding multiple Pareto-optimal solutions using classical and evolutionary generating methods,2007
167,Kalyanmoy Deb,On finding Pareto-optimal solutions through dimensionality reduction for certain large-dimensional multi-objective optimization problems,2005
166,Kalyanmoy Deb,Interactive evolutionary multi-objective optimization and decision-making using reference direction method,2007
166,Kalyanmoy Deb,Long path problems,1994
164,Kalyanmoy Deb,Sufficient conditions for deceptive and easy binary functions,1994
163,Kalyanmoy Deb,Comparison of multi-modal optimization algorithms based on evolutionary algorithms,2006
163,Kalyanmoy Deb,Nonlinear goal programming using multi-objective genetic algorithms,2001
162,Kalyanmoy Deb,Introducing Bias Among Pareto-Optimal Solutions,1999
162,Kalyanmoy Deb,Multi-objective evolutionary algorithms: Introducing bias among Pareto-optimal solutions,1999
156,Kalyanmoy Deb,Distributed computing of Pareto-optimal solutions using multi-objective evolutionary algorithms,2003
46760,Leo Breiman 1928-2005,Random forests,2001
41264,Leo Breiman 1928-2005,Classification and Regression Trees,1999
41264,Leo Breiman 1928-2005,Classification and regression trees,1984
21054,Leo Breiman 1928-2005,Bagging predictors,1996
2497,Leo Breiman 1928-2005,Statistical Modeling: The Two Cutures,2003
2484,Leo Breiman 1928-2005,Statistical modeling: The two cultures (with comments and a rejoinder by the author),2001
2016,Leo Breiman 1928-2005,Estimating optimal transformations for multiple regression and correlation,1985
1686,Leo Breiman 1928-2005,Prediction games and arcing classifiers,1997
1662,Leo Breiman 1928-2005,Arcing classifier (with discussion and a rejoinder by the author),1998
1249,Leo Breiman 1928-2005,Heuristics of instability and stabilization in model selection,1996
1217,Leo Breiman 1928-2005,Stacked regressions,1996
1105,Leo Breiman 1928-2005,Better subset regression using the nonnegative garrote,1995
879,Leo Breiman 1928-2005,Using random forest to learn imbalanced data,2004
643,Leo Breiman 1928-2005,Submodel selection and evaluation in regression. The X-random case,1992
618,Leo Breiman 1928-2005,Optimal gambling systems for favorable games,1961
615,Leo Breiman 1928-2005,Prediction games and arcing algorithms,1999
573,Leo Breiman 1928-2005,Variable kernel estimates of multivariate densities,1977
500,Leo Breiman 1928-2005,"Hinging hyperplanes for regression, classification, and function approximation",1993
441,Leo Breiman 1928-2005,Predicting multivariate responses in multiple linear regression,1997
396,Leo Breiman 1928-2005,"Manual on setting up, using, and understanding random forests v3. 1",2002
388,Leo Breiman 1928-2005,Out-of-bag estimation,1996
388,Leo Breiman 1928-2005,Archetypal analysis,1994
336,Leo Breiman 1928-2005,The individual ergodic theorem of information theory,1957
325,Leo Breiman 1928-2005,The capacity of a class of channels,1959
289,Leo Breiman 1928-2005,The little bootstrap and other methods for dimensionality selection in regression: X-fixed prediction error,1992
275,Leo Breiman 1928-2005,Technical note: Some properties of splitting criteria,1996
244,Leo Breiman 1928-2005,Pasting small votes for classification in large databases and on-line,1999
237,Leo Breiman 1928-2005,"Probability, Classics in Applied Mathematics, vol. 7",1992
237,Leo Breiman 1928-2005,The capacities of certain channel classes under random coding,1960
234,Leo Breiman 1928-2005,Randomizing outputs to increase prediction accuracy,2000
216,Leo Breiman 1928-2005,Statistics. With a view toward applications,1973
203,Leo Breiman 1928-2005,Arcing the edge,1997
201,Leo Breiman 1928-2005,How many variables should be entered in a regression equation?,1983
190,Leo Breiman 1928-2005,Some infinity theory for predictor ensembles,2000
174,Leo Breiman 1928-2005,"Sums of functions of nearest neighbor distances, moment bounds, limit theorems and a goodness of fit test",1983
161,Leo Breiman 1928-2005,The method for estimating multivariate functions from noisy data,1991
147,Leo Breiman 1928-2005,Using adaptive bagging to debias regressions,1999
140,Leo Breiman 1928-2005,Combining predictors,1999
131,Leo Breiman 1928-2005,A deterministic algorithm for global optimization,1993
131,Leo Breiman 1928-2005,First exit times from a square root boundary,1967
129,Leo Breiman 1928-2005,Using iterated bagging to debias regressions,2001
88,Leo Breiman 1928-2005,The strong law of large numbers for a class of Markov chains,1960
87,Leo Breiman 1928-2005,The Poisson tendency in traffic distribution,1963
86,Leo Breiman 1928-2005,Proof of Shannon's transmission theorem for finite-state indecomposable channels,1958
80,Leo Breiman 1928-2005,Pasting bites together for prediction in large data sets and on-line,1996
75,Leo Breiman 1928-2005,Discussion: Multivariate Adaptive Regression Splines,1991
68,Leo Breiman 1928-2005,The 1991 Census Adjustment: Undercount or Bad Data?,1994
68,Leo Breiman 1928-2005,Fitting additive models to regression data,1989
63,Leo Breiman 1928-2005,General estimates of the intrinsic variability of data in nonlinear regression models,1976
62,Leo Breiman 1928-2005,Population theory for boosting ensembles,2004
61,Leo Breiman 1928-2005,Nonlinear discriminant analysis via scaling and ACE,1984
61,Leo Breiman 1928-2005,On the tail behavior of sums of independent random variables,1967
60,Leo Breiman 1928-2005,Fitting additive models to regression data:: Diagnostics and alternative views,1993
51,Leo Breiman 1928-2005,A delicate law of the iterated logarithm for non-decreasing stable processes,1968
50,Leo Breiman 1928-2005,Classification of EEG spatial patterns with a tree-structured methodology: CART,1986
46,Leo Breiman 1928-2005,Half & Half bagging and hard boundary points,1998
45,Leo Breiman 1928-2005,On the completeness of order statistics,1960
44,Leo Breiman 1928-2005,Robust confidence bounds for extreme upper quantiles,1990
43,Leo Breiman 1928-2005,Distribution based trees are more accurate,1996
43,Leo Breiman 1928-2005,Consistent estimates and zero-one sets,1964
38,Leo Breiman 1928-2005,"Correction Notes: Correction to"" The Individual Ergodic Theorem of Information Theory""",1960
36,Leo Breiman 1928-2005,On achieving channel capacity in finite-memory channels,1960
33,Leo Breiman 1928-2005,Comparing automatic smoothers (a public service enterprise),1992
33,Leo Breiman 1928-2005,"Time scales, fluctuations and constant flow periods in uni-directional traffic",1973
32,Leo Breiman 1928-2005,Born again trees,1996
28,Leo Breiman 1928-2005,Tree-structured classification via generalized discriminant analysis: Comment,1988
27,Leo Breiman 1928-2005,The statistical properties of freeway traffic,1977
26,Leo Breiman 1928-2005,Using convex pseudo-data to increase prediction accuracy,1998
24,Leo Breiman 1928-2005,Random forests: finding quasars,2003
19,Leo Breiman 1928-2005,"Space-time relationships in one-way traffic flow+,*,**",1969
18,Leo Breiman 1928-2005,Neural Networks-A Review from A Statistical Perspective-Comments and Rejjoinders,1994
18,Leo Breiman 1928-2005,New Methods for Estimating Tail Probabilities and Extreme Value Disributions.,1979
18,Leo Breiman 1928-2005,A note on minimax filtering,1973
17,Leo Breiman 1928-2005,Broad spectrum estimates and confidence intervals for tail quantiles,1985
16,Leo Breiman 1928-2005,A conversation with Leo Breiman,2001
16,Leo Breiman 1928-2005,An experimental analysis of single-lane time headways in freely flowing traffic,1968
13,Leo Breiman 1928-2005,Neural Networks and Related Methods for Classification-Discussion,1994
13,Leo Breiman 1928-2005,A simple stochastic model for freeway traffic,1977
13,Leo Breiman 1928-2005,Finite-state channels,1959
12,Leo Breiman 1928-2005,Use of multivariate statistical methods to identify immunochemical cross‐reactants,1994
12,Leo Breiman 1928-2005,Further Development of New Methods for Estimating Tail Probabilities and Extreme Value Distributions.,1981
11,Leo Breiman 1928-2005,On some probability distributions occurring in traffic flow,1962
10,Leo Breiman 1928-2005,On a simple estimation procedure for censored regression models with known error distributions,1993
9,Leo Breiman 1928-2005,Special invited paper. additive logistic regression: A statistical view of boosting: Discussion,2000
9,Leo Breiman 1928-2005,Point and trajectory processes in one-way traffic flow,1969
9,Leo Breiman 1928-2005,Some probabilistic aspects of the renewal theorem,1965
9,Leo Breiman 1928-2005,On transient Markov chains with application to the uniqueness problem for Markov processes,1957
8,Leo Breiman 1928-2005,Tools for large data set analysis,1984
7,Leo Breiman 1928-2005,Bivariate variable selection for classification problem,2005
7,Leo Breiman 1928-2005,Discussion: Linear smoothers and additive models,1989
7,Leo Breiman 1928-2005,Submodel Selection and Evaluation in Regression: The Conditional Case and Little Bootstrap,1988
7,Leo Breiman 1928-2005,Transient atomic Markov chains with a denumerable number of states,1958
6,Leo Breiman 1928-2005,"Nail finders, edifices, and Oz",1984
6,Leo Breiman 1928-2005,Convergence properties of a learning algorithm,1964
5,Leo Breiman 1928-2005,[Neural Networks: A Review from Statistical Perspective]: Comment,1994
5,Leo Breiman 1928-2005,Confidence bounds for extreme quantiles,1988
5,Leo Breiman 1928-2005,Data and models in homogeneous one-way traffic flow,1969
5,Leo Breiman 1928-2005,WALD LECTURE,1997
17511,Bernhard Schölkopf,"Learning with kernels: support vector machines, regularization, optimization, and beyond",2002
8649,Bernhard Schölkopf,A tutorial on support vector regression,2004
8155,Bernhard Schölkopf,Nonlinear component analysis as a kernel eigenvalue problem,1998
4472,Bernhard Schölkopf,Semi-supervised learning,2006
4450,Bernhard Schölkopf," (Chapelle, O. et al., Eds.; 2006) [Book reviews]",2009
4450,Bernhard Schölkopf," (Chapelle, O. et al., Eds.; 2006) [Book reviews]",2009
4173,Bernhard Schölkopf,Estimating the support of a high-dimensional distribution,1999
4163,Bernhard Schölkopf,Estimating the support of a high-dimensional distribution,2001
3999,Bernhard Schölkopf,An introduction to kernel-based learning algorithms,2001
3451,Bernhard Schölkopf,Learning with local and global consistency,2004
2925,Bernhard Schölkopf,Fisher discriminant analysis with kernels,1999
2791,Bernhard Schölkopf,New support vector algorithms,2000
2260,Bernhard Schölkopf,Advances in kernel methods support vector learning,1999
2245,Bernhard Schölkopf,Advances in kernel methods: support vector learning,1999
2240,Bernhard Schölkopf,Support vector machines,1998
2235,Bernhard Schölkopf,A gene expression map of ,2005
1982,Bernhard Schölkopf, development,1997
1484,Bernhard Schölkopf,Kernel principal component analysis,2006
1437,Bernhard Schölkopf,Large scale multiple kernel learning,1999
1366,Bernhard Schölkopf,Input space versus feature space in kernel-based methods,2000
1334,Bernhard Schölkopf,Regularization networks and support vector machines,1997
1229,Bernhard Schölkopf,Comparing support vector machines with Gaussian kernels to radial basis function classifiers,2001
1188,Bernhard Schölkopf,A generalized representer theorem,2008
1067,Bernhard Schölkopf,Kernel methods in machine learning,1997
1058,Bernhard Schölkopf,Predicting time series with support vector machines,2012
1011,Bernhard Schölkopf,A kernel two-sample test,2007
1010,Bernhard Schölkopf,Correcting sample selection bias by unlabeled data,1999
839,Bernhard Schölkopf,Kernel PCA and de-noising in feature spaces,2007
811,Bernhard Schölkopf,A kernel method for the two-sample-problem,2003
779,Bernhard Schölkopf,Use of the zero-norm with linear models and kernel methods,2005
